funding_sk,funding_id,donor_sk,program_sk,location_sk,time_sk,pledged_amount_usd,received_amount_usd,utilised_amount_usd,balance_usd,utilisation_rate_pct,funding_type,grant_code,reporting_deadline,compliance_status,budget_code,fiscal_year,currency,exchange_rate
865,FND-00865,10,2,14,1061,1455946.64,713598.59,358396.77,355201.82,50.2,In-Kind,GRT-94125,2025-10-04,Compliant,BC-973,2024,USD,1.0
866,FND-00866,4,7,12,240,1927778.7,609977.57,572203.16,37774.41,93.8,Pooled,GRT-31075,2023-04-23,Compliant,BC-450,2022,USD,1.0
867,FND-00867,9,5,15,34,374193.1,373212.27,367014.33,6197.94,98.3,Loan,GRT-72260,2022-07-28,Compliant,BC-960,2021,USD,1.0
868,FND-00868,8,3,15,649,322564.96,215136.47,123166.56,91969.91,57.3,Pooled,GRT-49753,2024-06-23,Compliant,BC-613,2023,USD,1.0
869,FND-00869,7,1,2,213,1246985.35,1145057.81,646932.14,498125.67,56.5,Pooled,GRT-73739,2022-11-17,Compliant,BC-380,2022,USD,1.0
870,FND-00870,6,7,3,1017,1772748.71,732684.33,716404.22,16280.11,97.8,Grant,GRT-37345,2025-02-14,At Risk,BC-724,2024,USD,1.0
871,FND-00871,2,8,1,37,194647.53,182365.8,120588.44,61777.36,66.1,Grant,GRT-67935,2022-12-14,Compliant,BC-327,2021,USD,1.0
872,FND-00872,10,4,3,738,1040111.93,414826.86,287465.06,127361.8,69.3,Pooled,GRT-36292,2025-01-07,Compliant,BC-557,2023,USD,1.0
873,FND-00873,1,2,9,722,799146.7,508273.98,353676.86,154597.12,69.6,Pooled,GRT-10789,2024-11-23,Compliant,BC-477,2023,USD,1.0
874,FND-00874,9,10,4,172,1679215.81,834532.25,687820.45,146711.8,82.4,Pooled,GRT-85692,2023-03-26,Compliant,BC-431,2021,USD,1.0
875,FND-00875,8,5,13,371,1090478.12,630260.38,420644.37,209616.01,66.7,Loan,GRT-66339,2023-09-18,Compliant,BC-646,2022,USD,1.0
876,FND-00876,9,10,10,896,308830.05,184912.69,96427.94,88484.75,52.1,Loan,GRT-29140,2025-04-07,Compliant,BC-555,2023,USD,1.0
877,FND-00877,1,10,10,629,482400.33,169712.46,161549.78,8162.68,95.2,Grant,GRT-20417,2024-01-18,At Risk,BC-999,2023,USD,1.0
878,FND-00878,3,9,3,235,1716106.69,1679044.66,1379265.67,299778.99,82.1,Loan,GRT-54960,2023-04-05,Compliant,BC-274,2022,USD,1.0
879,FND-00879,9,9,13,991,1122127.25,776829.33,750805.42,26023.91,96.6,Grant,GRT-67107,2025-01-11,Compliant,BC-933,2024,USD,1.0
880,FND-00880,1,2,15,360,611854.32,470535.57,470283.56,252.01,99.9,Grant,GRT-80544,2023-08-30,At Risk,BC-874,2022,USD,1.0
881,FND-00881,8,9,1,990,15189.49,5466.44,5429.53,36.91,99.3,Pooled,GRT-25243,2024-12-21,Compliant,BC-147,2024,USD,1.0
882,FND-00882,6,4,4,686,1646766.72,1121982.3,848013.6,273968.7,75.6,Pooled,GRT-26486,2024-07-31,Compliant,BC-908,2023,USD,1.0
883,FND-00883,7,5,5,832,1276995.94,930307.45,558618.64,371688.81,60.0,Grant,GRT-62663,2025-03-09,Compliant,BC-587,2023,USD,1.0
884,FND-00884,7,4,6,509,824154.52,490683.52,433346.72,57336.8,88.3,In-Kind,GRT-94656,2023-11-03,Compliant,BC-465,2022,USD,1.0
885,FND-00885,4,7,14,570,831108.04,750115.36,646868.93,103246.43,86.2,In-Kind,GRT-45804,2024-05-25,Compliant,BC-719,2023,USD,1.0
886,FND-00886,6,2,15,219,1976940.1,806960.18,754249.92,52710.26,93.5,Grant,GRT-70491,2023-07-27,Compliant,BC-505,2022,USD,1.0
887,FND-00887,5,7,14,993,1164746.14,479351.1,424227.05,55124.05,88.5,Pooled,GRT-56411,2025-05-25,Compliant,BC-816,2024,USD,1.0
888,FND-00888,1,7,11,84,1899059.47,920763.41,644757.21,276006.2,70.0,Loan,GRT-42161,2022-10-14,At Risk,BC-604,2021,USD,1.0
889,FND-00889,5,1,8,62,132424.71,77273.57,47830.23,29443.34,61.9,Grant,GRT-10388,2023-02-10,Compliant,BC-198,2021,USD,1.0
890,FND-00890,3,10,10,849,1636287.77,1564940.5,1096878.97,468061.53,70.1,Grant,GRT-13572,2024-09-01,Compliant,BC-928,2023,USD,1.0
891,FND-00891,9,10,13,507,979252.95,337967.34,305058.57,32908.77,90.3,In-Kind,GRT-84175,2024-02-26,Compliant,BC-218,2022,USD,1.0
892,FND-00892,3,1,13,756,58764.59,39654.96,25363.8,14291.16,64.0,In-Kind,GRT-25426,2025-01-10,At Risk,BC-108,2023,USD,1.0
893,FND-00893,5,10,10,918,55028.65,49722.57,42846.59,6875.98,86.2,Loan,GRT-24153,2025-04-05,Compliant,BC-666,2024,USD,1.0
894,FND-00894,3,10,14,105,70231.2,55102.34,40812.01,14290.33,74.1,Loan,GRT-76603,2023-03-09,Compliant,BC-592,2021,USD,1.0
895,FND-00895,5,4,1,70,69937.44,47960.12,27313.07,20647.05,56.9,Grant,GRT-63369,2022-11-03,At Risk,BC-235,2021,USD,1.0
896,FND-00896,6,6,1,913,1189182.41,648222.94,427528.19,220694.75,66.0,Grant,GRT-82613,2025-05-31,Compliant,BC-374,2024,USD,1.0
897,FND-00897,8,2,3,287,1279623.87,1142933.51,861768.0,281165.51,75.4,Grant,GRT-56424,2023-07-26,Compliant,BC-585,2022,USD,1.0
898,FND-00898,9,1,1,364,1629777.29,503983.08,459461.7,44521.38,91.2,In-Kind,GRT-45351,2023-07-21,Compliant,BC-345,2022,USD,1.0
899,FND-00899,1,10,6,560,1792384.03,1372011.95,1349793.79,22218.16,98.4,In-Kind,GRT-99300,2023-12-23,Compliant,BC-742,2023,USD,1.0
900,FND-00900,10,1,12,1068,1856665.76,1103393.07,881415.82,221977.25,79.9,Grant,GRT-50033,2025-10-03,At Risk,BC-744,2024,USD,1.0
901,FND-00901,1,6,1,354,749106.02,576228.74,487849.65,88379.09,84.7,In-Kind,GRT-50967,2023-05-06,Compliant,BC-591,2022,USD,1.0
902,FND-00902,9,6,7,1095,374424.74,148868.31,105727.26,43141.05,71.0,In-Kind,GRT-78944,2025-07-10,Compliant,BC-679,2024,USD,1.0
903,FND-00903,4,3,9,1080,1789916.89,1706355.32,1102761.87,603593.45,64.6,Loan,GRT-31394,2025-07-25,Compliant,BC-841,2024,USD,1.0
904,FND-00904,7,9,1,616,919003.51,593608.69,586616.74,6991.95,98.8,Pooled,GRT-77563,2023-12-23,Compliant,BC-514,2023,USD,1.0
905,FND-00905,8,7,1,970,920174.41,292906.42,229885.72,63020.7,78.5,In-Kind,GRT-25273,2025-07-08,Compliant,BC-664,2024,USD,1.0
906,FND-00906,10,4,1,821,1210636.27,784764.81,522257.57,262507.24,66.5,Grant,GRT-89452,2025-02-14,Compliant,BC-328,2023,USD,1.0
907,FND-00907,9,8,10,425,554533.98,423464.31,256907.37,166556.94,60.7,Loan,GRT-20150,2024-01-05,At Risk,BC-832,2022,USD,1.0
908,FND-00908,9,7,7,75,168971.94,159929.45,101920.32,58009.13,63.7,Pooled,GRT-44222,2022-10-09,Compliant,BC-785,2021,USD,1.0
909,FND-00909,3,6,10,737,616369.07,284415.41,196155.05,88260.36,69.0,Grant,GRT-74687,2024-09-24,Compliant,BC-865,2023,USD,1.0
910,FND-00910,6,10,12,473,582302.02,232955.77,135840.34,97115.43,58.3,Loan,GRT-87193,2023-09-27,Compliant,BC-665,2022,USD,1.0
911,FND-00911,3,1,15,687,1997557.38,1626157.17,1496146.74,130010.43,92.0,Loan,GRT-87060,2024-05-13,Compliant,BC-328,2023,USD,1.0
912,FND-00912,6,3,4,173,1164507.71,841608.15,463898.57,377709.58,55.1,Pooled,GRT-83278,2022-12-16,Compliant,BC-383,2021,USD,1.0
913,FND-00913,6,9,13,612,1725868.15,1706423.85,1574404.61,132019.24,92.3,Pooled,GRT-38807,2023-12-03,Compliant,BC-202,2023,USD,1.0
914,FND-00914,9,5,7,618,39635.49,28626.34,25923.68,2702.66,90.6,Loan,GRT-16279,2023-12-24,Compliant,BC-617,2023,USD,1.0
915,FND-00915,3,9,12,203,1419271.69,1310404.23,681203.44,629200.79,52.0,In-Kind,GRT-41298,2022-12-30,At Risk,BC-149,2022,USD,1.0
916,FND-00916,1,7,4,345,302505.02,231517.05,194431.13,37085.92,84.0,Grant,GRT-93483,2023-10-10,At Risk,BC-673,2022,USD,1.0
917,FND-00917,4,9,2,192,1814541.17,1120059.21,810823.85,309235.36,72.4,Pooled,GRT-23364,2023-05-31,Compliant,BC-533,2022,USD,1.0
918,FND-00918,6,5,1,663,19022.04,7072.38,4377.52,2694.86,61.9,Loan,GRT-96472,2024-07-27,Compliant,BC-832,2023,USD,1.0
919,FND-00919,10,4,14,240,1552129.97,1487140.69,1363428.41,123712.28,91.7,In-Kind,GRT-69432,2023-06-28,Compliant,BC-944,2022,USD,1.0
920,FND-00920,8,3,13,244,690893.66,498481.19,293073.76,205407.43,58.8,In-Kind,GRT-99735,2023-08-02,At Risk,BC-347,2022,USD,1.0
921,FND-00921,3,5,6,441,1593276.53,693069.2,358868.71,334200.49,51.8,Grant,GRT-71548,2023-06-21,Compliant,BC-726,2022,USD,1.0
922,FND-00922,7,2,13,577,1906649.56,1358281.38,1102852.36,255429.02,81.2,Pooled,GRT-17393,2024-06-07,Compliant,BC-288,2023,USD,1.0
923,FND-00923,2,3,13,448,516221.34,439595.17,427555.46,12039.71,97.3,Loan,GRT-93901,2024-01-20,Compliant,BC-846,2022,USD,1.0
924,FND-00924,4,10,9,113,1569723.46,1267607.26,875198.24,392409.02,69.0,Grant,GRT-20290,2023-01-08,Compliant,BC-641,2021,USD,1.0
925,FND-00925,8,4,14,606,926999.81,441840.3,330885.55,110954.75,74.9,Pooled,GRT-14322,2024-04-24,At Risk,BC-921,2023,USD,1.0
926,FND-00926,10,1,6,487,1786032.63,1731898.99,915403.24,816495.75,52.9,Grant,GRT-90248,2023-10-08,Compliant,BC-382,2022,USD,1.0
927,FND-00927,1,2,10,585,1772897.38,1236357.62,626569.5,609788.12,50.7,In-Kind,GRT-96526,2024-07-05,Compliant,BC-900,2023,USD,1.0
928,FND-00928,9,8,13,414,1525167.51,988409.23,920246.61,68162.62,93.1,Pooled,GRT-70919,2023-07-07,Compliant,BC-244,2022,USD,1.0
929,FND-00929,5,10,11,413,1077239.0,703391.57,545846.5,157545.07,77.6,Loan,GRT-24564,2023-07-31,Compliant,BC-529,2022,USD,1.0
930,FND-00930,5,4,2,852,596810.7,485969.32,326106.41,159862.91,67.1,In-Kind,GRT-95675,2025-03-06,At Risk,BC-368,2023,USD,1.0
931,FND-00931,2,4,3,1034,1125073.07,1024547.59,689617.53,334930.06,67.3,In-Kind,GRT-55097,2025-10-02,Compliant,BC-349,2024,USD,1.0
932,FND-00932,7,2,11,487,1242144.92,1008191.0,856822.87,151368.13,85.0,Grant,GRT-43771,2024-01-24,Compliant,BC-618,2022,USD,1.0
933,FND-00933,3,1,15,378,289684.73,130805.92,83284.54,47521.38,63.7,Pooled,GRT-20146,2023-05-13,Compliant,BC-898,2022,USD,1.0
934,FND-00934,6,6,14,975,425009.13,415377.43,285134.14,130243.29,68.6,Loan,GRT-42257,2025-06-12,At Risk,BC-825,2024,USD,1.0
935,FND-00935,7,10,9,29,1512515.05,822315.2,577637.02,244678.18,70.2,Grant,GRT-49769,2022-07-19,Compliant,BC-328,2021,USD,1.0
936,FND-00936,7,10,1,886,589079.37,556810.86,527788.12,29022.74,94.8,Pooled,GRT-68790,2025-02-08,Compliant,BC-634,2023,USD,1.0
937,FND-00937,1,2,1,933,1771387.36,609750.79,453318.69,156432.1,74.3,Pooled,GRT-80008,2025-07-01,Compliant,BC-653,2024,USD,1.0
938,FND-00938,10,5,3,512,1496742.04,1180894.2,639199.16,541695.04,54.1,Grant,GRT-62353,2023-12-14,Compliant,BC-255,2022,USD,1.0
939,FND-00939,8,7,8,739,1476680.07,604011.78,486290.02,117721.76,80.5,Loan,GRT-39068,2024-12-16,At Risk,BC-508,2023,USD,1.0
940,FND-00940,7,8,12,954,517175.62,437080.23,253320.38,183759.85,58.0,Grant,GRT-70420,2025-01-04,Compliant,BC-917,2024,USD,1.0
941,FND-00941,2,7,9,68,1367939.08,856688.24,787203.79,69484.45,91.9,Grant,GRT-56284,2023-01-25,Compliant,BC-162,2021,USD,1.0
942,FND-00942,4,2,8,384,1044371.21,807042.28,571186.15,235856.13,70.8,Grant,GRT-48044,2023-10-14,Compliant,BC-977,2022,USD,1.0
943,FND-00943,3,8,1,199,1744314.11,888151.14,517119.0,371032.14,58.2,Pooled,GRT-44887,2023-03-19,Compliant,BC-833,2022,USD,1.0
944,FND-00944,8,6,1,764,1759137.23,813517.59,456240.9,357276.69,56.1,Grant,GRT-10905,2024-06-10,Compliant,BC-824,2023,USD,1.0
945,FND-00945,6,5,11,291,1242587.32,1067510.98,811390.09,256120.89,76.0,Loan,GRT-75613,2023-06-30,Compliant,BC-896,2022,USD,1.0
946,FND-00946,2,9,9,527,1561800.64,630760.21,584976.55,45783.66,92.7,In-Kind,GRT-92836,2023-11-24,At Risk,BC-530,2022,USD,1.0
947,FND-00947,3,2,2,715,1035300.92,988217.41,678320.59,309896.82,68.6,In-Kind,GRT-41061,2024-11-20,Compliant,BC-805,2023,USD,1.0
948,FND-00948,2,8,14,19,1246940.73,1216847.69,1156640.1,60207.59,95.1,Grant,GRT-97309,2022-10-19,Compliant,BC-890,2021,USD,1.0
949,FND-00949,5,5,3,764,125217.81,96923.44,59627.47,37295.97,61.5,Grant,GRT-92096,2024-11-11,Compliant,BC-603,2023,USD,1.0
950,FND-00950,5,6,10,582,18292.11,8469.22,6487.45,1981.77,76.6,In-Kind,GRT-22577,2024-04-14,Compliant,BC-869,2023,USD,1.0
951,FND-00951,7,1,11,782,1003821.04,478102.86,460235.63,17867.23,96.3,In-Kind,GRT-98663,2024-10-22,At Risk,BC-275,2023,USD,1.0
952,FND-00952,9,2,7,688,558274.61,399146.5,302581.18,96565.32,75.8,In-Kind,GRT-59729,2024-09-09,Compliant,BC-400,2023,USD,1.0
953,FND-00953,9,9,8,456,653986.64,604592.55,558028.09,46564.46,92.3,Loan,GRT-31242,2023-07-04,Compliant,BC-538,2022,USD,1.0
954,FND-00954,10,4,4,459,1850445.78,1155434.5,658864.41,496570.09,57.0,Loan,GRT-25299,2023-09-30,Compliant,BC-646,2022,USD,1.0
955,FND-00955,8,4,7,720,1046620.52,817120.2,420237.71,396882.49,51.4,Loan,GRT-18534,2024-06-07,At Risk,BC-906,2023,USD,1.0
956,FND-00956,5,10,3,535,648453.62,214155.68,209958.16,4197.52,98.0,Pooled,GRT-86573,2024-06-11,Compliant,BC-743,2022,USD,1.0
957,FND-00957,9,1,12,735,425179.57,178445.81,125465.29,52980.52,70.3,In-Kind,GRT-89902,2024-11-04,Compliant,BC-637,2023,USD,1.0
958,FND-00958,4,2,8,182,590068.8,555017.28,367715.63,187301.65,66.3,Grant,GRT-46418,2023-02-05,Compliant,BC-695,2022,USD,1.0
959,FND-00959,9,9,13,99,1440250.65,1061081.81,998909.14,62172.67,94.1,Loan,GRT-35818,2022-12-13,Compliant,BC-352,2021,USD,1.0
960,FND-00960,1,9,8,634,907761.91,819152.74,568566.24,250586.5,69.4,In-Kind,GRT-43631,2024-02-03,Compliant,BC-354,2023,USD,1.0
961,FND-00961,2,6,8,1084,623489.06,563747.87,332864.81,230883.06,59.0,Pooled,GRT-45391,2025-05-09,At Risk,BC-256,2024,USD,1.0
962,FND-00962,5,2,9,225,1365399.19,825812.03,456439.18,369372.85,55.3,Pooled,GRT-58206,2022-11-20,Compliant,BC-341,2022,USD,1.0
963,FND-00963,7,3,13,577,1179460.46,380082.54,205603.4,174479.14,54.1,Loan,GRT-89524,2023-11-23,Compliant,BC-233,2023,USD,1.0
964,FND-00964,5,9,10,420,110411.93,54590.98,30925.74,23665.24,56.6,Grant,GRT-89949,2023-07-08,Compliant,BC-808,2022,USD,1.0
965,FND-00965,9,5,15,446,367055.39,217073.7,178697.92,38375.78,82.3,In-Kind,GRT-19210,2023-09-08,Compliant,BC-518,2022,USD,1.0
966,FND-00966,9,6,2,824,415572.6,377701.77,292334.3,85367.47,77.4,In-Kind,GRT-82320,2024-09-19,Compliant,BC-270,2023,USD,1.0
967,FND-00967,2,8,15,734,33347.16,14228.74,9789.01,4439.73,68.8,In-Kind,GRT-14521,2024-09-25,Compliant,BC-634,2023,USD,1.0
968,FND-00968,5,7,13,286,1181074.38,468646.84,353405.12,115241.72,75.4,Pooled,GRT-53619,2023-02-02,At Risk,BC-522,2022,USD,1.0
969,FND-00969,5,10,12,63,1273704.13,1182794.38,921565.83,261228.55,77.9,Pooled,GRT-42198,2022-07-18,Compliant,BC-956,2021,USD,1.0
970,FND-00970,9,10,3,247,346331.6,141871.06,124760.6,17110.46,87.9,In-Kind,GRT-48755,2023-05-23,Compliant,BC-545,2022,USD,1.0
971,FND-00971,8,2,9,383,170987.07,150528.02,75811.63,74716.39,50.4,Loan,GRT-85540,2023-05-21,Compliant,BC-486,2022,USD,1.0
972,FND-00972,9,6,3,427,85816.9,83937.52,59615.58,24321.94,71.0,Pooled,GRT-56792,2024-01-11,Compliant,BC-503,2022,USD,1.0
973,FND-00973,6,10,12,1007,959545.85,666875.23,619078.31,47796.92,92.8,In-Kind,GRT-58801,2025-05-06,Compliant,BC-792,2024,USD,1.0
974,FND-00974,2,5,2,939,554680.15,192973.46,97184.66,95788.8,50.4,Pooled,GRT-60888,2025-05-12,Compliant,BC-479,2024,USD,1.0
975,FND-00975,1,10,8,906,1602290.47,907641.57,671509.11,236132.46,74.0,In-Kind,GRT-16840,2024-12-31,Compliant,BC-519,2023,USD,1.0
976,FND-00976,9,8,15,913,248363.08,226187.15,124377.14,101810.01,55.0,Loan,GRT-82546,2024-11-03,Compliant,BC-977,2024,USD,1.0
977,FND-00977,8,2,6,184,1485718.89,692786.56,491399.42,201387.14,70.9,In-Kind,GRT-95301,2022-12-26,At Risk,BC-860,2022,USD,1.0
978,FND-00978,6,2,5,496,1570041.52,1443069.16,1413597.08,29472.08,98.0,In-Kind,GRT-70986,2023-08-15,Compliant,BC-682,2022,USD,1.0
979,FND-00979,5,5,3,312,649511.41,244155.6,231457.75,12697.85,94.8,Grant,GRT-25793,2023-06-13,At Risk,BC-336,2022,USD,1.0
980,FND-00980,4,8,3,1082,1482848.01,540370.15,505673.82,34696.33,93.6,Grant,GRT-91802,2025-03-22,Compliant,BC-346,2024,USD,1.0
981,FND-00981,5,8,12,760,530284.04,402110.03,371926.21,30183.82,92.5,Pooled,GRT-60110,2024-08-27,Compliant,BC-979,2023,USD,1.0
982,FND-00982,5,1,6,871,1263526.56,530210.62,408880.15,121330.47,77.1,Pooled,GRT-87994,2025-03-28,Compliant,BC-296,2023,USD,1.0
983,FND-00983,3,2,6,1038,203164.1,151830.25,145171.01,6659.24,95.6,Pooled,GRT-56363,2025-08-27,Compliant,BC-434,2024,USD,1.0
984,FND-00984,9,3,5,201,1891667.59,837123.38,700578.91,136544.47,83.7,In-Kind,GRT-93395,2023-06-24,Compliant,BC-525,2022,USD,1.0
985,FND-00985,4,2,9,645,1798036.03,1446892.75,1291342.79,155549.96,89.2,Loan,GRT-51330,2024-09-25,At Risk,BC-537,2023,USD,1.0
986,FND-00986,5,8,13,1082,370747.45,306121.26,179552.42,126568.84,58.7,Pooled,GRT-47407,2025-05-05,Compliant,BC-280,2024,USD,1.0
987,FND-00987,8,9,1,260,1768302.92,1487374.35,1019571.74,467802.61,68.5,Grant,GRT-11107,2023-06-13,Compliant,BC-918,2022,USD,1.0
988,FND-00988,1,10,10,649,586559.54,286953.97,235332.03,51621.94,82.0,Grant,GRT-97509,2024-03-29,Compliant,BC-786,2023,USD,1.0
989,FND-00989,2,1,11,1005,1865630.52,619224.3,526446.21,92778.09,85.0,Loan,GRT-11770,2025-03-08,Compliant,BC-442,2024,USD,1.0
990,FND-00990,6,3,14,546,1231976.5,460447.37,242836.6,217610.77,52.7,In-Kind,GRT-80946,2023-12-23,Compliant,BC-592,2022,USD,1.0
991,FND-00991,4,10,2,770,977164.48,593206.63,404710.2,188496.43,68.2,In-Kind,GRT-20513,2024-07-10,Compliant,BC-695,2023,USD,1.0
992,FND-00992,9,10,15,932,241390.26,225063.81,141998.34,83065.47,63.1,Grant,GRT-30107,2024-11-23,Compliant,BC-742,2024,USD,1.0
993,FND-00993,2,2,3,540,1701575.23,891411.33,571620.62,319790.71,64.1,Loan,GRT-65873,2023-12-16,Compliant,BC-261,2022,USD,1.0
994,FND-00994,9,6,8,126,833958.4,682095.01,561969.33,120125.68,82.4,Grant,GRT-24351,2023-03-06,Non-Compliant,BC-755,2021,USD,1.0
995,FND-00995,7,1,8,569,493140.8,247142.79,170774.0,76368.79,69.1,In-Kind,GRT-45527,2023-12-23,Compliant,BC-751,2023,USD,1.0
996,FND-00996,6,5,13,922,946578.35,342958.61,235470.3,107488.31,68.7,Grant,GRT-66733,2024-10-24,Compliant,BC-984,2024,USD,1.0
997,FND-00997,10,10,12,91,139453.22,113175.61,104679.68,8495.93,92.5,In-Kind,GRT-22732,2022-09-10,Compliant,BC-739,2021,USD,1.0
998,FND-00998,5,1,2,978,1493863.03,1438622.56,1187913.25,250709.31,82.6,Pooled,GRT-71889,2025-06-20,Compliant,BC-328,2024,USD,1.0
999,FND-00999,5,7,15,497,154488.46,149186.19,136363.84,12822.35,91.4,In-Kind,GRT-95070,2024-01-25,Compliant,BC-966,2022,USD,1.0
1000,FND-01000,7,7,5,255,1854962.41,1086327.93,660464.12,425863.81,60.8,Grant,GRT-71830,2023-07-13,Compliant,BC-741,2022,USD,1.0
