distribution_sk,distribution_id,beneficiary_sk,location_sk,program_sk,time_sk,aid_type,quantity_distributed,unit_cost_usd,total_cost_usd,planned_date,actual_date,delay_days,delivery_status,transport_mode,distribution_point,staff_id,verification_method,beneficiary_confirmed,data_quality_flag,notes
1153,DIST-001153,4921,15,2,246,Medical Supplies,21,120,2520,2022-09-03,2022-09-10,7,Completed,Truck,DP-36,STF-117,Biometric,0,0,
1154,DIST-001154,3832,13,2,1082,Food Ration,14,45,630,2024-12-17,2024-12-24,7,Partial,Handcarry,DP-05,STF-056,List-based,1,0,
1155,DIST-001155,2255,7,10,211,WASH Kit,16,60,960,2022-07-30,2022-08-07,8,Partial,Boat,DP-21,STF-088,List-based,1,0,
1156,DIST-001156,2230,3,5,952,Winterization Kit,23,75,1725,2024-08-09,2024-08-18,9,Partial,Handcarry,DP-41,STF-166,Voucher,1,0,
1157,DIST-001157,1376,3,10,1061,Medical Supplies,31,120,3720,2024-11-26,2024-12-05,9,Delayed,Boat,DP-44,STF-147,Token,0,1,
1158,DIST-001158,3420,1,7,659,Food Ration,8,45,360,2023-10-21,2023-10-22,1,Partial,Handcarry,DP-23,STF-087,Token,1,0,
1159,DIST-001159,1949,15,1,710,WASH Kit,24,60,1440,2023-12-11,2023-12-12,1,Completed,Truck,DP-44,STF-176,Biometric,0,0,
1160,DIST-001160,3962,6,7,61,Winterization Kit,43,75,3225,2022-03-02,2022-03-12,10,Partial,Truck,DP-13,STF-112,Biometric,1,0,
1161,DIST-001161,4424,12,4,560,Food Ration,2,45,90,2023-07-14,2023-07-20,6,Failed,Air,DP-47,STF-156,Voucher,0,0,
1162,DIST-001162,935,7,10,500,Food Ration,39,45,1755,2023-05-15,2023-06-03,19,Delayed,Handcarry,DP-11,STF-017,Biometric,0,0,
1163,DIST-001163,903,12,10,14,Education Kit,22,35,770,2022-01-14,2022-01-22,8,Completed,Truck,DP-02,STF-070,Token,1,0,
1164,DIST-001164,262,6,8,408,Food Ration,40,45,1800,2023-02-12,2023-02-20,8,Completed,Handcarry,DP-06,STF-125,Biometric,1,0,
1165,DIST-001165,117,6,6,720,Cash Transfer,48,100,4800,2023-12-21,2023-12-29,8,Completed,Truck,DP-04,STF-168,List-based,1,0,
1166,DIST-001166,1074,3,4,540,WASH Kit,23,60,1380,2023-06-24,2023-07-04,10,Delayed,Air,DP-17,STF-156,Voucher,1,0,
1167,DIST-001167,2477,15,3,172,Medical Supplies,1,120,120,2022-06-21,2022-06-29,8,Completed,Air,DP-16,STF-178,Biometric,1,0,
1168,DIST-001168,1145,4,3,150,Winterization Kit,28,75,2100,2022-05-30,2022-06-03,4,Delayed,Boat,DP-42,STF-173,Token,1,0,
1169,DIST-001169,4207,1,10,471,Cash Transfer,8,100,800,2023-04-16,2023-04-23,7,Partial,Truck,DP-47,STF-143,Token,0,0,
1170,DIST-001170,2782,9,5,985,Medical Supplies,13,120,1560,2024-09-11,2024-09-21,10,Completed,Air,DP-47,STF-063,List-based,0,0,
1171,DIST-001171,572,8,1,449,Cash Transfer,33,100,3300,2023-03-25,2023-04-04,10,Partial,Truck,DP-13,STF-051,Token,1,0,
1172,DIST-001172,197,8,6,436,Education Kit,2,35,70,2023-03-12,2023-03-15,3,Completed,Air,DP-47,STF-096,Biometric,1,0,
1173,DIST-001173,2899,9,5,981,Winterization Kit,41,75,3075,2024-09-07,2024-09-13,6,In Transit,Air,DP-23,STF-062,Biometric,1,0,
1174,DIST-001174,31,13,7,258,NFI Kit,29,85,2465,2022-09-15,2022-09-17,2,Partial,Air,DP-26,STF-158,Voucher,0,0,
1175,DIST-001175,1066,8,1,1060,NFI Kit,39,85,3315,2024-11-25,2024-11-25,0,Completed,Truck,DP-38,STF-184,Token,1,0,
1176,DIST-001176,4658,1,3,143,Medical Supplies,39,120,4680,2022-05-23,2022-06-04,12,Delayed,Truck,DP-37,STF-200,Token,1,0,
1177,DIST-001177,2250,11,7,734,WASH Kit,39,60,2340,2024-01-04,2024-01-12,8,In Transit,Truck,DP-49,STF-114,Biometric,1,0,
1178,DIST-001178,4860,4,3,78,NFI Kit,36,85,3060,2022-03-19,2022-03-21,2,Completed,Air,DP-07,STF-055,List-based,1,0,
1179,DIST-001179,1887,13,4,192,Food Ration,4,45,180,2022-07-11,2022-07-24,13,Delayed,Air,DP-40,STF-085,Token,1,0,
1180,DIST-001180,15,10,4,265,WASH Kit,33,60,1980,2022-09-22,2022-09-24,2,Completed,Truck,DP-11,STF-007,Token,1,0,
1181,DIST-001181,2668,14,3,41,WASH Kit,26,60,1560,2022-02-10,2022-02-11,1,Completed,Handcarry,DP-01,STF-112,Voucher,1,0,
1182,DIST-001182,4316,5,4,240,Winterization Kit,19,75,1425,2022-08-28,2022-09-04,7,Completed,Air,DP-01,STF-090,Voucher,1,0,
1183,DIST-001183,1936,8,7,271,Food Ration,3,45,135,2022-09-28,2022-10-17,19,Delayed,Handcarry,DP-49,STF-059,Voucher,1,0,
1184,DIST-001184,3161,10,8,501,Winterization Kit,50,75,3750,2023-05-16,2023-05-24,8,Completed,Truck,DP-15,STF-149,Biometric,1,0,
1185,DIST-001185,2970,4,8,17,Education Kit,40,35,1400,2022-01-17,2022-01-18,1,In Transit,Boat,DP-16,STF-018,List-based,1,0,
1186,DIST-001186,4596,9,8,1082,Shelter Kit,11,250,2750,2024-12-17,2024-12-22,5,In Transit,Air,DP-46,STF-200,Voucher,0,0,
1187,DIST-001187,4389,15,3,524,Shelter Kit,1,250,250,2023-06-08,2023-06-18,10,Partial,Boat,DP-27,STF-173,Voucher,1,0,
1188,DIST-001188,1245,3,2,688,Food Ration,4,45,180,2023-11-19,2023-11-29,10,Partial,Truck,DP-26,STF-069,List-based,1,0,
1189,DIST-001189,3321,6,10,754,Shelter Kit,35,250,8750,2024-01-24,2024-01-24,0,Failed,Air,DP-09,STF-031,Token,1,0,
1190,DIST-001190,4490,12,1,752,Shelter Kit,11,250,2750,2024-01-22,2024-02-01,10,Partial,Boat,DP-40,STF-068,Biometric,1,0,
1191,DIST-001191,4430,7,10,142,Food Ration,28,45,1260,2022-05-22,2022-05-25,3,Completed,Boat,DP-41,STF-100,Voucher,0,0,
1192,DIST-001192,3545,5,5,293,NFI Kit,28,85,2380,2022-10-20,2022-10-26,6,Completed,Truck,DP-24,STF-171,Token,0,0,
1193,DIST-001193,689,6,6,470,Winterization Kit,9,75,675,2023-04-15,2023-04-23,8,Completed,Boat,DP-30,STF-153,Voucher,0,0,
1194,DIST-001194,2175,10,10,724,Shelter Kit,25,250,6250,2023-12-25,2023-12-28,3,Completed,Boat,DP-15,STF-103,Biometric,0,0,
1195,DIST-001195,23,5,8,588,Education Kit,47,35,1645,2023-08-11,2023-08-24,13,Delayed,Truck,DP-39,STF-190,Biometric,1,0,
1196,DIST-001196,3730,11,9,315,Food Ration,2,45,90,2022-11-11,2022-11-29,18,Delayed,Truck,DP-07,STF-007,Token,1,0,
1197,DIST-001197,1188,13,4,297,WASH Kit,44,60,2640,2022-10-24,2022-10-30,6,Partial,Truck,DP-04,STF-199,Biometric,1,0,
1198,DIST-001198,2148,7,6,637,Cash Transfer,45,100,4500,2023-09-29,2023-10-03,4,Completed,Air,DP-10,STF-154,Token,1,0,
1199,DIST-001199,1485,4,9,169,Cash Transfer,31,100,3100,2022-06-18,2022-07-02,14,Delayed,Air,DP-45,STF-020,Token,0,0,
1200,DIST-001200,3331,4,10,294,Winterization Kit,21,75,1575,2022-10-21,2022-10-28,7,Completed,Handcarry,DP-46,STF-095,List-based,0,0,
1201,DIST-001201,2864,14,9,968,WASH Kit,38,60,2280,2024-08-25,2024-09-01,7,Delayed,Truck,DP-50,STF-134,Token,1,0,
1202,DIST-001202,4344,15,2,1063,Winterization Kit,2,75,150,2024-11-28,2024-12-01,3,In Transit,Air,DP-31,STF-162,Token,1,1,
1203,DIST-001203,3628,12,7,313,Medical Supplies,11,120,1320,2022-11-09,2022-11-17,8,Partial,Truck,DP-15,STF-107,Biometric,1,1,
1204,DIST-001204,389,7,5,456,Winterization Kit,45,75,3375,2023-04-01,2023-04-01,0,Completed,Air,DP-44,STF-138,Voucher,1,0,
1205,DIST-001205,3348,12,10,660,NFI Kit,48,85,4080,2023-10-22,2023-10-23,1,Partial,Air,DP-50,STF-037,List-based,1,0,
1206,DIST-001206,1968,12,3,223,Cash Transfer,19,100,1900,2022-08-11,2022-08-17,6,Delayed,Boat,DP-11,STF-021,List-based,1,0,
1207,DIST-001207,961,13,6,523,Shelter Kit,15,250,3750,2023-06-07,2023-06-15,8,Completed,Air,DP-23,STF-016,Biometric,0,1,
1208,DIST-001208,567,1,6,260,Food Ration,13,45,585,2022-09-17,2022-09-18,1,Completed,Boat,DP-38,STF-078,Voucher,1,0,
1209,DIST-001209,2023,3,9,581,WASH Kit,9,60,540,2023-08-04,2023-08-10,6,Completed,Truck,DP-29,STF-124,Biometric,1,0,
1210,DIST-001210,1170,7,5,981,Medical Supplies,26,120,3120,2024-09-07,2024-09-08,1,In Transit,Handcarry,DP-42,STF-012,Voucher,1,0,
1211,DIST-001211,570,4,5,374,Winterization Kit,42,75,3150,2023-01-09,2023-01-11,2,Completed,Truck,DP-44,STF-027,Token,1,0,
1212,DIST-001212,3223,5,6,334,Food Ration,40,45,1800,2022-11-30,2022-12-02,2,Completed,Handcarry,DP-08,STF-124,Voucher,1,0,
1213,DIST-001213,1282,15,1,591,Winterization Kit,50,75,3750,2023-08-14,2023-08-23,9,Completed,Boat,DP-13,STF-024,List-based,1,0,
1214,DIST-001214,4284,2,8,1004,Education Kit,47,35,1645,2024-09-30,2024-10-10,10,Completed,Handcarry,DP-45,STF-024,List-based,0,0,
1215,DIST-001215,2770,5,7,817,Food Ration,19,45,855,2024-03-27,2024-04-02,6,Partial,Handcarry,DP-01,STF-197,Token,1,0,
1216,DIST-001216,2535,7,8,467,NFI Kit,36,85,3060,2023-04-12,2023-04-18,6,Delayed,Handcarry,DP-05,STF-196,Biometric,1,1,
1217,DIST-001217,2367,4,6,842,Medical Supplies,8,120,960,2024-04-21,2024-04-22,1,Completed,Truck,DP-45,STF-037,Token,1,0,
1218,DIST-001218,3934,6,5,586,Medical Supplies,37,120,4440,2023-08-09,2023-08-13,4,Delayed,Boat,DP-38,STF-122,Biometric,1,0,
1219,DIST-001219,4816,4,8,430,Cash Transfer,26,100,2600,2023-03-06,2023-03-14,8,Completed,Boat,DP-46,STF-001,Voucher,0,0,
1220,DIST-001220,2109,13,7,108,Shelter Kit,1,250,250,2022-04-18,2022-04-18,0,Completed,Boat,DP-31,STF-113,Token,1,0,
1221,DIST-001221,1258,7,10,26,Education Kit,2,35,70,2022-01-26,2022-01-30,4,Completed,Air,DP-36,STF-107,Voucher,1,1,
1222,DIST-001222,4126,1,9,576,WASH Kit,7,60,420,2023-07-30,2023-08-03,4,Completed,Boat,DP-19,STF-020,Voucher,1,0,
1223,DIST-001223,2879,12,4,371,WASH Kit,10,60,600,2023-01-06,2023-01-13,7,Completed,Air,DP-16,STF-138,Biometric,0,0,
1224,DIST-001224,4921,8,10,1015,Food Ration,19,45,855,2024-10-11,2024-10-14,3,Partial,Truck,DP-04,STF-003,Token,1,0,
1225,DIST-001225,229,10,6,646,Winterization Kit,26,75,1950,2023-10-08,2023-10-08,0,Completed,Boat,DP-33,STF-110,Token,1,0,
1226,DIST-001226,3943,10,1,889,Medical Supplies,15,120,1800,2024-06-07,2024-06-08,1,Completed,Truck,DP-39,STF-047,Biometric,1,0,
1227,DIST-001227,4306,5,10,239,NFI Kit,8,85,680,2022-08-27,2022-09-11,15,Delayed,Truck,DP-37,STF-131,List-based,0,0,
1228,DIST-001228,3154,14,4,1067,Shelter Kit,26,250,6500,2024-12-02,2024-12-19,17,Delayed,Truck,DP-01,STF-157,Token,1,0,
1229,DIST-001229,1210,9,3,480,Medical Supplies,36,120,4320,2023-04-25,2023-05-04,9,Delayed,Air,DP-16,STF-096,Voucher,0,0,
1230,DIST-001230,305,3,8,1018,WASH Kit,40,60,2400,2024-10-14,2024-10-24,10,Completed,Boat,DP-02,STF-167,Biometric,0,0,
1231,DIST-001231,2949,10,7,839,Winterization Kit,32,75,2400,2024-04-18,2024-04-25,7,Completed,Handcarry,DP-08,STF-049,Biometric,1,0,
1232,DIST-001232,4067,4,10,1030,NFI Kit,1,85,85,2024-10-26,2024-11-01,6,Failed,Handcarry,DP-14,STF-034,List-based,0,0,
1233,DIST-001233,2541,6,8,770,Medical Supplies,26,120,3120,2024-02-09,2024-02-19,10,Completed,Truck,DP-28,STF-192,Biometric,0,1,
1234,DIST-001234,4293,1,4,17,Cash Transfer,47,100,4700,2022-01-17,2022-01-27,10,Failed,Truck,DP-17,STF-053,Biometric,1,0,
1235,DIST-001235,52,2,6,419,Food Ration,49,45,2205,2023-02-23,2023-03-03,8,Completed,Air,DP-24,STF-172,Voucher,1,0,
1236,DIST-001236,2403,11,9,658,NFI Kit,22,85,1870,2023-10-20,2023-10-21,1,Completed,Boat,DP-05,STF-189,Token,1,0,
1237,DIST-001237,804,7,1,925,Medical Supplies,12,120,1440,2024-07-13,2024-07-20,7,Partial,Truck,DP-45,STF-099,List-based,1,0,
1238,DIST-001238,3335,3,5,750,Medical Supplies,49,120,5880,2024-01-20,2024-01-25,5,Delayed,Boat,DP-49,STF-184,Voucher,1,0,
1239,DIST-001239,565,5,1,44,Medical Supplies,37,120,4440,2022-02-13,2022-02-21,8,Partial,Truck,DP-46,STF-191,List-based,1,0,
1240,DIST-001240,2966,14,5,573,Winterization Kit,46,75,3450,2023-07-27,2023-07-30,3,Completed,Boat,DP-42,STF-047,List-based,1,0,
1241,DIST-001241,3301,3,9,323,WASH Kit,10,60,600,2022-11-19,2022-11-22,3,Completed,Air,DP-07,STF-013,Token,1,0,
1242,DIST-001242,352,3,2,710,Food Ration,46,45,2070,2023-12-11,2023-12-16,5,Completed,Truck,DP-05,STF-052,Voucher,1,0,
1243,DIST-001243,2352,1,5,946,Cash Transfer,17,100,1700,2024-08-03,2024-08-05,2,Completed,Boat,DP-49,STF-054,Biometric,1,0,
1244,DIST-001244,4572,9,9,665,WASH Kit,21,60,1260,2023-10-27,2023-10-30,3,Failed,Air,DP-39,STF-126,List-based,1,0,
1245,DIST-001245,2941,1,9,817,WASH Kit,3,60,180,2024-03-27,2024-04-06,10,Completed,Handcarry,DP-11,STF-195,List-based,1,0,
1246,DIST-001246,1784,14,6,487,WASH Kit,39,60,2340,2023-05-02,2023-05-08,6,Partial,Truck,DP-30,STF-042,Biometric,0,0,
1247,DIST-001247,4565,12,8,892,Medical Supplies,31,120,3720,2024-06-10,2024-06-13,3,Completed,Truck,DP-07,STF-089,Voucher,0,1,
1248,DIST-001248,4443,8,5,412,Cash Transfer,8,100,800,2023-02-16,2023-02-20,4,Completed,Handcarry,DP-35,STF-149,Biometric,1,0,
1249,DIST-001249,2371,9,5,207,Food Ration,37,45,1665,2022-07-26,2022-07-28,2,Completed,Boat,DP-21,STF-133,Token,1,0,
1250,DIST-001250,1735,4,2,950,Food Ration,12,45,540,2024-08-07,2024-08-07,0,Completed,Air,DP-29,STF-195,Voucher,1,0,
1251,DIST-001251,1647,11,4,749,Shelter Kit,50,250,12500,2024-01-19,2024-01-20,1,Partial,Handcarry,DP-18,STF-176,Token,1,0,
1252,DIST-001252,1875,15,1,853,Medical Supplies,32,120,3840,2024-05-02,2024-05-10,8,Completed,Handcarry,DP-23,STF-130,List-based,1,0,
1253,DIST-001253,3283,14,5,143,WASH Kit,17,60,1020,2022-05-23,2022-05-24,1,Completed,Air,DP-12,STF-043,Biometric,0,1,
1254,DIST-001254,2593,6,3,138,Food Ration,6,45,270,2022-05-18,2022-05-19,1,Completed,Handcarry,DP-31,STF-155,Token,1,0,
1255,DIST-001255,94,8,1,613,Education Kit,12,35,420,2023-09-05,2023-09-05,0,Completed,Truck,DP-29,STF-127,List-based,1,0,
1256,DIST-001256,4862,13,9,578,Food Ration,39,45,1755,2023-08-01,2023-08-04,3,In Transit,Air,DP-27,STF-005,List-based,1,0,
1257,DIST-001257,3437,12,1,951,Education Kit,4,35,140,2024-08-08,2024-08-27,19,Delayed,Handcarry,DP-21,STF-033,Token,1,0,
1258,DIST-001258,1308,2,2,505,WASH Kit,38,60,2280,2023-05-20,2023-05-22,2,Completed,Air,DP-06,STF-132,Token,1,0,
1259,DIST-001259,2087,11,5,320,Shelter Kit,23,250,5750,2022-11-16,2022-11-25,9,Completed,Handcarry,DP-06,STF-056,Token,1,0,
1260,DIST-001260,2307,14,9,61,Winterization Kit,34,75,2550,2022-03-02,2022-03-03,1,Completed,Boat,DP-46,STF-012,Voucher,0,0,
1261,DIST-001261,4962,10,4,496,Cash Transfer,37,100,3700,2023-05-11,2023-05-17,6,Completed,Boat,DP-18,STF-081,List-based,1,0,
1262,DIST-001262,1075,10,6,113,Winterization Kit,40,75,3000,2022-04-23,2022-05-03,10,Completed,Handcarry,DP-04,STF-115,Voucher,1,0,
1263,DIST-001263,177,4,4,390,NFI Kit,4,85,340,2023-01-25,2023-02-02,8,Partial,Air,DP-10,STF-004,List-based,1,0,
1264,DIST-001264,1325,5,6,1045,Cash Transfer,14,100,1400,2024-11-10,2024-11-17,7,Completed,Boat,DP-29,STF-082,Voucher,1,0,
1265,DIST-001265,1719,2,1,772,NFI Kit,8,85,680,2024-02-11,2024-02-17,6,Completed,Air,DP-01,STF-196,List-based,1,0,
1266,DIST-001266,540,13,6,762,Medical Supplies,4,120,480,2024-02-01,2024-02-11,10,Failed,Handcarry,DP-12,STF-156,List-based,1,0,
1267,DIST-001267,4082,5,10,835,Winterization Kit,2,75,150,2024-04-14,2024-04-17,3,Completed,Boat,DP-22,STF-097,Voucher,1,0,
1268,DIST-001268,2098,3,8,677,NFI Kit,8,85,680,2023-11-08,2023-11-09,1,Completed,Boat,DP-49,STF-125,List-based,1,0,
1269,DIST-001269,2165,5,6,32,Food Ration,28,45,1260,2022-02-01,2022-02-08,7,Completed,Air,DP-39,STF-038,List-based,1,0,
1270,DIST-001270,3503,9,7,1028,Education Kit,5,35,175,2024-10-24,2024-11-03,10,In Transit,Truck,DP-34,STF-114,Biometric,1,0,
1271,DIST-001271,749,1,7,26,Food Ration,10,45,450,2022-01-26,2022-01-29,3,Failed,Truck,DP-24,STF-095,Token,0,0,
1272,DIST-001272,3366,3,2,650,Medical Supplies,24,120,2880,2023-10-12,2023-10-21,9,Delayed,Boat,DP-47,STF-072,List-based,1,1,
1273,DIST-001273,2648,8,7,60,Shelter Kit,30,250,7500,2022-03-01,2022-03-09,8,Completed,Truck,DP-21,STF-096,Voucher,0,0,
1274,DIST-001274,2519,11,2,743,NFI Kit,21,85,1785,2024-01-13,2024-01-21,8,In Transit,Truck,DP-32,STF-191,List-based,1,0,
1275,DIST-001275,3843,1,4,331,Medical Supplies,27,120,3240,2022-11-27,2022-11-28,1,Completed,Boat,DP-21,STF-048,Voucher,1,0,
1276,DIST-001276,1096,13,5,224,Food Ration,17,45,765,2022-08-12,2022-08-19,7,Partial,Air,DP-46,STF-147,List-based,1,0,
1277,DIST-001277,580,1,8,394,Shelter Kit,27,250,6750,2023-01-29,2023-02-07,9,Completed,Truck,DP-16,STF-184,List-based,1,0,
1278,DIST-001278,1790,11,4,105,Medical Supplies,7,120,840,2022-04-15,2022-04-18,3,Completed,Handcarry,DP-48,STF-010,List-based,0,0,
1279,DIST-001279,1651,11,8,108,Cash Transfer,5,100,500,2022-04-18,2022-04-28,10,Completed,Handcarry,DP-32,STF-106,Voucher,1,0,
1280,DIST-001280,1087,6,9,876,Education Kit,15,35,525,2024-05-25,2024-05-26,1,In Transit,Handcarry,DP-05,STF-129,Biometric,1,0,
1281,DIST-001281,4758,9,8,441,Shelter Kit,11,250,2750,2023-03-17,2023-03-27,10,Completed,Boat,DP-01,STF-188,List-based,1,0,
1282,DIST-001282,2726,6,2,733,Education Kit,40,35,1400,2024-01-03,2024-01-05,2,Completed,Air,DP-39,STF-149,Biometric,1,0,
1283,DIST-001283,4617,10,2,15,Cash Transfer,30,100,3000,2022-01-15,2022-01-15,0,Completed,Truck,DP-37,STF-177,Voucher,0,0,
1284,DIST-001284,2753,8,10,237,Education Kit,32,35,1120,2022-08-25,2022-09-04,10,Completed,Handcarry,DP-26,STF-112,Biometric,1,0,
1285,DIST-001285,2116,8,5,923,Shelter Kit,7,250,1750,2024-07-11,2024-07-17,6,Completed,Boat,DP-29,STF-074,Voucher,0,0,
1286,DIST-001286,4325,14,10,688,NFI Kit,19,85,1615,2023-11-19,2023-11-20,1,In Transit,Air,DP-10,STF-138,Biometric,1,0,
1287,DIST-001287,2882,10,6,371,Shelter Kit,43,250,10750,2023-01-06,2023-01-13,7,Completed,Air,DP-21,STF-043,Token,1,0,
1288,DIST-001288,4678,2,5,916,Cash Transfer,13,100,1300,2024-07-04,2024-07-08,4,Completed,Handcarry,DP-47,STF-096,Voucher,0,0,
1289,DIST-001289,2060,6,7,538,WASH Kit,18,60,1080,2023-06-22,2023-06-23,1,Partial,Air,DP-37,STF-015,Voucher,1,0,
1290,DIST-001290,2092,3,10,204,Winterization Kit,12,75,900,2022-07-23,2022-07-25,2,Completed,Handcarry,DP-50,STF-058,Voucher,0,0,
1291,DIST-001291,994,10,6,69,Cash Transfer,14,100,1400,2022-03-10,2022-03-19,9,Partial,Truck,DP-44,STF-048,Voucher,1,0,
1292,DIST-001292,4531,2,6,888,Shelter Kit,50,250,12500,2024-06-06,2024-06-07,1,Completed,Truck,DP-35,STF-193,Token,1,1,
1293,DIST-001293,4591,4,2,323,WASH Kit,33,60,1980,2022-11-19,2022-11-20,1,Completed,Air,DP-11,STF-160,Token,1,0,
1294,DIST-001294,3625,5,1,410,Cash Transfer,47,100,4700,2023-02-14,2023-02-22,8,In Transit,Truck,DP-18,STF-137,List-based,1,0,
1295,DIST-001295,2185,3,8,824,Cash Transfer,36,100,3600,2024-04-03,2024-04-04,1,Completed,Handcarry,DP-47,STF-142,List-based,1,0,
1296,DIST-001296,4165,5,3,885,Shelter Kit,42,250,10500,2024-06-03,2024-06-09,6,Partial,Boat,DP-08,STF-152,Voucher,0,0,
1297,DIST-001297,3267,11,9,722,NFI Kit,29,85,2465,2023-12-23,2024-01-05,13,Delayed,Air,DP-43,STF-157,Biometric,1,0,
1298,DIST-001298,340,7,2,245,NFI Kit,33,85,2805,2022-09-02,2022-09-03,1,Completed,Truck,DP-32,STF-009,List-based,1,0,
1299,DIST-001299,1886,9,8,1017,Winterization Kit,20,75,1500,2024-10-13,2024-10-18,5,Completed,Air,DP-08,STF-186,Token,1,0,
1300,DIST-001300,4630,15,4,1024,Winterization Kit,50,75,3750,2024-10-20,2024-10-30,10,In Transit,Truck,DP-27,STF-174,Voucher,1,0,
1301,DIST-001301,425,9,2,647,Winterization Kit,31,75,2325,2023-10-09,2023-10-15,6,Completed,Handcarry,DP-28,STF-126,List-based,1,0,
1302,DIST-001302,3319,14,1,788,Shelter Kit,36,250,9000,2024-02-27,2024-03-06,8,Completed,Boat,DP-41,STF-080,List-based,1,0,
1303,DIST-001303,4155,15,5,120,Education Kit,19,35,665,2022-04-30,2022-05-03,3,Partial,Handcarry,DP-36,STF-192,List-based,1,0,
1304,DIST-001304,4043,6,3,854,Education Kit,27,35,945,2024-05-03,2024-05-10,7,In Transit,Air,DP-07,STF-088,List-based,1,0,
1305,DIST-001305,4417,2,8,553,Medical Supplies,12,120,1440,2023-07-07,2023-07-09,2,Completed,Handcarry,DP-35,STF-028,Token,1,0,
1306,DIST-001306,2670,4,5,801,WASH Kit,27,60,1620,2024-03-11,2024-03-30,19,Delayed,Handcarry,DP-05,STF-001,List-based,1,0,
1307,DIST-001307,1504,9,9,772,Education Kit,45,35,1575,2024-02-11,2024-02-13,2,Completed,Boat,DP-12,STF-053,List-based,1,0,
1308,DIST-001308,95,11,8,1065,Food Ration,22,45,990,2024-11-30,2024-12-01,1,Completed,Air,DP-26,STF-047,Token,1,0,
1309,DIST-001309,1507,2,9,826,Cash Transfer,5,100,500,2024-04-05,2024-04-09,4,Delayed,Boat,DP-47,STF-129,Token,1,0,
1310,DIST-001310,3832,6,5,233,Cash Transfer,11,100,1100,2022-08-21,2022-08-27,6,Completed,Air,DP-31,STF-096,Token,1,0,
1311,DIST-001311,3441,1,1,377,Cash Transfer,8,100,800,2023-01-12,2023-01-22,10,Partial,Air,DP-28,STF-142,List-based,1,0,
1312,DIST-001312,4421,13,5,962,Food Ration,11,45,495,2024-08-19,2024-08-22,3,Partial,Air,DP-41,STF-092,Voucher,1,0,
1313,DIST-001313,3062,11,5,1058,Education Kit,16,35,560,2024-11-23,2024-11-26,3,Partial,Boat,DP-26,STF-016,Token,1,0,
1314,DIST-001314,4279,7,10,145,Cash Transfer,21,100,2100,2022-05-25,2022-05-31,6,Completed,Truck,DP-13,STF-156,Token,1,0,
1315,DIST-001315,954,8,6,637,Food Ration,19,45,855,2023-09-29,2023-10-01,2,Completed,Boat,DP-36,STF-067,Token,1,0,
1316,DIST-001316,2776,4,4,429,Winterization Kit,6,75,450,2023-03-05,2023-03-11,6,Completed,Boat,DP-13,STF-130,List-based,1,0,
1317,DIST-001317,3807,12,8,554,NFI Kit,31,85,2635,2023-07-08,2023-07-26,18,Delayed,Air,DP-33,STF-007,Voucher,0,1,
1318,DIST-001318,200,5,1,151,Shelter Kit,25,250,6250,2022-05-31,2022-05-31,0,In Transit,Handcarry,DP-39,STF-139,Biometric,0,0,
1319,DIST-001319,2762,9,9,226,Winterization Kit,48,75,3600,2022-08-14,2022-08-18,4,Completed,Boat,DP-11,STF-030,Token,1,0,
1320,DIST-001320,909,12,2,71,Food Ration,34,45,1530,2022-03-12,2022-03-22,10,Completed,Boat,DP-17,STF-162,List-based,1,0,
1321,DIST-001321,922,11,3,168,WASH Kit,37,60,2220,2022-06-17,2022-06-23,6,Failed,Air,DP-13,STF-064,Biometric,0,1,
1322,DIST-001322,3442,3,8,517,Food Ration,7,45,315,2023-06-01,2023-06-01,0,Completed,Handcarry,DP-40,STF-165,Biometric,1,1,
1323,DIST-001323,1012,8,1,403,Medical Supplies,25,120,3000,2023-02-07,2023-02-16,9,Completed,Handcarry,DP-48,STF-087,Biometric,1,0,
1324,DIST-001324,3521,7,5,444,NFI Kit,37,85,3145,2023-03-20,2023-03-29,9,Completed,Truck,DP-23,STF-080,List-based,1,0,
1325,DIST-001325,1363,13,10,83,Education Kit,31,35,1085,2022-03-24,2022-03-29,5,Completed,Boat,DP-01,STF-076,Token,0,0,
1326,DIST-001326,222,11,4,1039,Winterization Kit,16,75,1200,2024-11-04,2024-11-08,4,Completed,Handcarry,DP-04,STF-004,Token,0,0,
1327,DIST-001327,3581,11,8,122,WASH Kit,49,60,2940,2022-05-02,2022-05-06,4,Completed,Air,DP-21,STF-087,Voucher,1,0,
1328,DIST-001328,2615,7,10,1032,Shelter Kit,27,250,6750,2024-10-28,2024-10-28,0,Completed,Air,DP-12,STF-004,Token,0,0,
1329,DIST-001329,4078,4,2,744,WASH Kit,45,60,2700,2024-01-14,2024-01-19,5,Failed,Handcarry,DP-09,STF-176,Token,1,0,
1330,DIST-001330,1001,4,5,443,NFI Kit,35,85,2975,2023-03-19,2023-04-01,13,Delayed,Air,DP-41,STF-121,Biometric,1,0,
1331,DIST-001331,3415,7,10,383,WASH Kit,31,60,1860,2023-01-18,2023-01-27,9,Completed,Truck,DP-25,STF-165,Biometric,1,0,
1332,DIST-001332,1890,9,10,778,Medical Supplies,9,120,1080,2024-02-17,2024-02-23,6,Completed,Truck,DP-25,STF-056,List-based,1,0,
1333,DIST-001333,2771,3,3,940,Cash Transfer,12,100,1200,2024-07-28,2024-08-04,7,Partial,Boat,DP-34,STF-031,List-based,1,0,
